sentence,label
comorbidity children separation anxiety disorder highly comorbid generahzed anxiety dis­ order specific phobia,0
adults common comorbidities include specific phobia ptsd panic disorder generalized anxiety disorder social anxiety disorder agoraphobia obsessivecompulsive disorder personality disorders,0
depressive bipolar disor­ ders also comorbid separation anxiety disorder adults,0
selective mutism diagnostic criteria 31223 f940,0
consistent failure speak specific social situations expectation speaking eg school despite speaking situations,0
disturbance interferes educational occupational achievement social communication,0
c duration disturbance least 1 month limited first month school,0
failure speak attributable lack knowledge comfort spoken language required social situation,0
e disturbance better explained communication disorder eg childhood onset fluency disorder occur exclusively course autism spectrum disorder schizophrenia another psychotic disorder,0
diagnostic features encountering individuals social interactions children selective mut­ ism initiate speech reciprocally respond spoken others,0
lack speech occurs social interactions children adults,0
children selective mut­ ism speak home presence immediate family members often even front close friends seconddegree relatives grandparents cousins,0
disturbance often marked high social anxiety,0
children selective mutism of­ ten refuse speak school leading academic educational impairment teachers often find difficult assess skills reading,0
although children disorder generally normal language skills may occasionally associated commu nication disorder although particular association specific communication dis­ order identified,0
even disorders present anxiety present well,0
clinical settings children selective mutism almost always given addi­ tional diagnosis another anxiety disorder—most commonly social anxiety disorder so­ cial phobia,0
prevalence selective mutism relatively rare disorder included diagnostic cat­ egory epidemiological studies prevalence childhood disorders,0
point prevalence using various clinic school samples ranges 003 1 depending set­ ting eg clinic vs school vs general population ages individuals sample,0
prevalence disorder seem vary sex raceethnicity,0
disor­ der likely manifest young children adolescents adults,0
development course onset selective mutism usually age 5 years disturbance may come clinical attention entry school increase social inter­ action performance tasks reading aloud,0
although clinical reports suggest many individuals outgrow selective mutism longitudinal course disorder unknown,0
cases particularly individuals social anxiety disorder selective mutism may disappear symptoms social anxiety disorder remain,0
risk prognostic factors temperamental,0
temperamental risk factors selective mutism well identi­ fied,0
negative affectivity neuroticism behavioral inhibition may play role may parental history shyness social isolation social anxiety,0
children selective mutism may subtle receptive language difficulties compared peers al­ though receptive language still within normal range,0
social inhibition part parents may serve model social reticence selective mutism children,0
furthermore parents children selective mutism described overprotective controlling parents chil­ dren anxiety disorders disorder,0
significant overlap selective mutism social anxiety disorder may shared genetic factors conditions,0
culturerelated diagnostic issues children families immigrated country different language spo­ ken may refuse speak new language lack knowledge language,0
comprehension new language adequate refusal speak persists diagno­ sis selective mutism may warranted,0
functional consequences selective mutism selective mutism may result social impairment children may anxious en­ gage reciprocal social interaction children,0
children selective mutism mature may face increasing social isolation,0
school settings children may suffer academic impairment often communicate teachers re­ garding academic personal needs eg understanding class assignment asking use restroom,0
severe impairment school social functioning including resulting teasing peers common,0
certain instances selective mutism may serve compensatory strategy decrease anxious arousal social encounters,0
differential diagnosis communication disorders,0
unlike selec­ tive mutism speech disturbance conditions restricted specific social situation,0
neurodevelopmental disorders schizophrenia psychotic disorders,0
individuals autism spectrum disorder schizophrenia another psychotic disor­ der severe intellectual disability may problems social communication unable speak appropriately social situations,0
contrast selective mutism diagnosed child established capacity speak social situations eg typically home,0
social anxiety disorder social phobia,0
social anxiety social avoidance so­ cial anxiety disorder may associated selective mutism,0
cases diagno­ ses may given,0
comorbidity common comorbid conditions anxiety disorders commonly so­ cial anxiety disorder followed separation anxiety disorder specific phobia,0
oppo­ sitional behaviors noted occur children selective mutism although oppositional behavior may limited situations requiring speech,0
communication de­ lays disorders also may appear children selective mutism,0
specific phobia diagnostic criteria,0
marked fear anxiety specific object situation eg flying heights animals receiving injection seeing blood,0
note children fear anxiety may expressed crying tantrums freezing clinging,0
phobic object situation almost always provokes immediate fear anxiety,0
c phobic object situation actively avoided endured intense fear anxiety,0
fear anxiety proportion actual danger posed specific object situation sociocultural context,0
e fear anxiety avoidance persistent typically lasting 6 months,0
f fear anxiety avoidance causes clinically significant distress impairment social occupational important areas functioning,0
specify code based phobic stimulus 30029 f40218 animal eg spiders insects dogs,0
30029 f40228 natural environm ent eg heights storms water,0
30029 f4023x bloodinjectioninjury eg needles invasive medical procedures,0
coding note select specific icd10cm code follows f40230 fear blood f40231 fear injections transfusions f40232 fear medical care f40233 fear injury,0
30029 f40248 situational eg airplanes elevators enclosed places,0
30029 f40298 eg situations may lead choking vomiting chil­ dren eg loud sounds costumed characters,0
coding note one phobic stimulus present code icd10cm codes apply eg fear snakes flying f40218 specific phobia animal f40248 specific phobia situational,0
specifiers common individuals multiple specific phobias,0
average individual specific phobia fears three objects situations approximately 75 individuals specific phobia fear one situation object,0
cases multiple specific phobia diagnoses diagnostic code reflecting phobic stimulus would need given,0
example individual fears thunderstorms flying two diagnoses would given specific phobia natural environment specific phobia situational,0
diagnostic features key feature disorder fear anxiety circumscribed presence particular situation object criterion may termed phobic stimulus,0
cat­ egories feared situations objects provided specifiers,0
many individuals fear objects situations one category phobic stimulus,0
diagnosis specific phobia response must differ normal transient fears commonly occur pop­ ulation,0
meet criteria diagnosis fear anxiety must intense severe ie marked criterion,0
amount fear experienced may vary proximity feared object situation may occur anticipation actual presence object situation,0
also fear anxiety may take form full limited symptom panic at­ tack ie expected panic attack,0
another characteristic specific phobias fear anxi­ ety evoked nearly every time individual comes contact phobic stimulus criterion b,0
thus individual becomes anxious occasionally upon con­ fronted situation object eg becomes anxious flying one every five airplane flights would diagnosed specific phobia,0
fear anxiety often expressed dif­ ferently children adults,0
also fear anxiety occurs soon phobic ob­ ject situation encountered ie immediately rather delayed,0
individual actively avoids situation either unable decides avoid situation object evokes intense fear anxiety criterion c,0
therefore longer experience fear anxiety daily life,0
fear anxiety proportion actual danger object situation poses intense deemed necessary criterion,0
although individuals specific phobia often recognize reactions disproportionate tend overesti­ mate danger feared situations thus judgment propor­ tion made clinician,0
individuals sociocultural context also taken account,0
example fears dark may reasonable context ongoing violence fear insects may disproportionate settings insects consumed diet,0
fear anxiety avoidance persistent typically lasting 6 months criterion e helps distinguish disorder transient fears common population particularly among children,0
however duration criterion used general guide allowance degree flexibility,0
specific phobia must cause clinically significant distress impairment social oc­ cupational important areas functioning order disorder diag­ nosed criterion f,0
associated features supporting diagnosis individuals specific phobia typically experience increase physiological arousal anticipation exposure phobic object situation,0
however physi­ ological response feared situation object varies,0
current neural systems models specific phobia emphasize amygdala related structures much anxiety disorders,0
prevaience united states 12month community prevalence estimate specific phobia approximately 79,0
prevalence rates european countries largely similar united states eg 6 rates generally lower asian african latin american countries 24,0
prevalence rates approximately 5 children approximately 16 13 17yearolds,0
prevalence rates lower older individ­ uals 35 possibly reflecting diminishing severity subclinical levels,0
females frequently affected males rate approximately 21 although rates vary across different phobic stimuli,0
animal natural environment situational spe­ cific phobias predominantly experienced females whereas bloodinjectioninjury phobia experienced nearly equally genders,0
however many individuals specific phobia unable recall specific reason onset phobias,0
specific phobia usu­ ally develops early childhood majority cases developing prior age 10 years,0
median age onset 7 11 years mean 10 years,0
situational specific phobias tend later age onset natural environment an­ imal bloodinjectioninjury specific phobias,0
specific phobias develop child­ hood adolescence likely wax wane period,0
however phobias persist adulthood unlikely remit majority individuals,0
specific phobia diagnosed children two issues considered,0
first young children may express fear anxiety crying tantrums freezing clinging,0
second young children typically able understand concept avoidance,0
therefore clinician assemble additional information parents teachers others know child well,0
excessive fears quite common young children usually transitory mildly impairing thus considered devel­ opmentally appropriate,0
cases diagnosis specific phobia would made,0
diagnosis specific phobia considered child important assess degree impairment duration fear anxiety avoidance whether typical childs particular developmental stage,0
although prevalence specific phobia lower older populations remains one commonly experienced disorders late life,0
several issues con­ sidered diagnosing specific phobia older populations,0
first older individuals may likely endorse natural environment specific phobias well phobias falling,0
second specific phobia like anxiety disorders tends cooccur medical concerns older individuals including coronary heart disease chronic obstructive pulmonary disease,0
third older individuals may likely attribute symptoms anxiety medical conditions,0
fourth older individuals may likely manifest anxiety atypical manner eg involving symptoms anxiety depression thus likely warrant diagnosis unspecified anxiety disorder,0
addition­ ally presence specific phobia older adults associated decreased quality life may serve risk factor major neurocognitive disorder,0
although specific phobias develop childhood adolescence possible specific phobia develop age often result experiences traumatic,0
example phobias choking almost always follow nearchoking event age,0
risk prognostic factors temperamental,0
temperamental risk factors specific phobia negative affec tivity neuroticism behavioral inhibition risk factors anxiety disorders well,0
environmental risk factors specific phobias parental over­ protectiveness parental loss separation physical sexual abuse tend pre­ dict anxiety disorders well,0
noted earlier negative traumatic encounters feared object situation sometimes always precede development specific phobia,0
may genetic susceptibility certain category specific phobia eg individual firstdegree relative specific phobia an­ imals significantly likely specific phobia category phobia,0
individuals bloodinjectioninjury phobia show unique propensity vasovagal syncope fainting presence phobic stimulus,0
culturerelated diagnostic issues united states asians latinos report significantly lower rates specific phobia nonlatino whites african americans native americans,0
addition lower prevalence rates specific phobia countries outside united states par­ ticularly asian african countries show differing phobia content age onset gender ratios,0
suicide risk individuals specific phobia 60 likely make suicide attempt individuals without diagnosis,0
however likely elevated rates primarily due comorbidity personality disorders anxiety disorders,0
older adults impairment may seen caregiving duties volunteer activities,0
also fear falling older adults lead reduced mobility reduced physical social functioning may lead receiving formal informal home support,0
distress impairment caused specific phobias tend increase number feared objects situations,0
thus individual fears four ob­ jects situations likely impairment occupational social roles lower quality life individual fears one object situation,0
individuals bloodinjectioninjury specific phobia often reluctant obtain med­ ical care even medical concern present,0
additionally fear vomiting chok­ ing may substantially reduce dietary intake,0
situational specific phobia may resemble agoraphobia clinical pre­ sentation given overlap feared situations eg flying enclosed places elevators,0
individual fears one agoraphobia situations specific phobia situa­ tional may diagnosed,0
two agoraphobic situations feared diagnosis agoraphobia likely warranted,0
situations feared reasons fear harmed directly object situations eg fear plane crashing fear an­ imal biting specific phobia diagnosis may appropriate,0
situations feared negative evaluation so­ cial anxiety disorder diagnosed instead specific phobia,0
situations feared separation primary caregiver attachment figure separation anxiety disorder diagnosed instead specific phobia,0
individuals specific phobia may experience panic attacks con­ fronted feared situation object,0
phobia develops following traumatic event posttraumatic stress disorder ptsd considered diagnosis,0
how­ ever traumatic events precede onset ptsd specific phobia,0
case di­ agnosis specific phobia would assigned criteria ptsd met,0
diagnosis specific phobia given avoidance behavior exclusively limited avoidance food foodrelated cues case diagnosis anorexia nervosa bulimia nervosa considered,0
schizophrenia spectrum psychotic disorders,0
fear avoidance due delusional thinking schizophrenia schizophrenia spectrum psychotic disorders diagnosis specific phobia warranted,0
comorbidity specific phobia rarely seen medicalclinical settings absence psycho­ pathology frequently seen nonmedical mental health settings,0
specific pho­ bia frequently associated range disorders especially depression older adults,0
early onset specific phobia typically temporally primary disorder,0
social anxiety disorder social phobia diagnostic criteria 30023 f4010,0
marked fear anxiety one social situations individual exposed possible scrutiny others,0
examples include social interactions eg hav­ ing conversation meeting unfamiliar people observed eg eating drink­ ing performing front others eg giving speech,0
note children anxiety must occur peer settings interac­ tions adults,0
individual fears act way show anxiety symptoms negatively evaluated ie humiliating embarrassing lead rejection offend others,0
c social situations almost always provoke fear anxiety,0
note children fear anxiety may expressed crying tantrums freezing clinging shrinking failing speak social situations,0
social situations avoided endured intense fear anxiety,0
e fear anxiety proportion actual threat posed social situation sociocultural context,0
f fear anxiety avoidance persistent typically lasting 6 months,0
g fear anxiety avoidance causes clinically significant distress impairment social occupational important areas functioning,0
h fear anxiety avoidance attributable physiological effects sub­ stance eg drug abuse medication another medical condition,0
fear anxiety avoidance better explained symptoms another mental disorder panic disorder body dysmoφhic disorder autism spectrum disorder,0
another medical condition eg parkinson’s disease obesity disfigurement bums injury present fear anxiety avoidance clearly unrelated excessive,0
specify performance fear restricted speaking performing public,0
specifiers individuals performance type social anxiety disorder performance fears typically impairing professional lives eg musicians dancers performers athletes roles require regular public speaking,0
performance fears may also manifest work school academic settings regular public presenta­ tions required,0
individuals performance social anxiety disorder fear avoid nonperformance social situations,0
diagnostic features essential feature social anxiety disorder marked intense fear anxiety so­ cial situations individual may scrutinized others,0
children fear anxiety must occur peer settings interactions adults criterion,0
exposed social situations individual fears neg­ atively evaluated,0
individual concerned judged anxious weak crazy stupid boring intimidating dirty unlikable,0
individual fears act appear certain way show anxiety symptoms blushing trembling sweating stumbling ones words staring negatively eval­ uated others criterion b,0
individuals fear offending others rejected result,0
fear offending others—for example gaze showing anxiety symp­ toms—may predominant fear individuals cultures strong collectivistic orientations,0
individuals fear avoid urinating public restrooms individuals present ie paruresis shy bladder syndrome,0
social situations almost always provoke fear anxiety criterion c,0
thus in­ dividual becomes anxious occasionally social situations would di­ agnosed social anxiety disorder,0
however degree type fear anxiety may vary eg anticipatory anxiety panic attack across different occasions,0
antici­ patory anxiety may occur sometimes far advance upcoming situations eg worrying every day weeks attending social event repeating speech days advance,0
children fear anxiety may expressed crying tantrums freezing clinging shrinking social situations,0
individual often avoid feared social situations,0
alternatively situations endured intense fear anxiety criterion,0
avoid ance extensive eg going parties refusing school subtle eg overpre­ paring text speech diverting attention others limiting eye contact,0
fear anxiety judged proportion actual risk nega­ tively evaluated consequences negative evaluation criterion e,0
some­ times anxiety may judged excessive related actual danger eg bullied tormented others,0
however individuals social anx­ iety disorder often overestimate negative consequences social situations thus judgment proportion made clinician,0
individuals socio­ cultural context needs taken account judgment made,0
ex­ ample certain cultures behavior might otherwise appear socially anxious may considered appropriate social situations eg might seen sign respect,0
duration disturbance typically least 6 months criterion f,0
dura­ tion threshold helps distinguish disorder transient social fears com­ mon particularly among children community,0
however duration criterion used general guide allowance degree flexibility,0
example individual afraid speak pub­ lic would receive diagnosis social anxiety disorder activity routinely encountered job classroom work individual significantly dis­ tressed,0
however individual avoids passed job educa­ tion really wants social anxiety symptoms,0
associated features supporting diagnosis individuals social anxiety disorder may inadequately assertive excessively sub­ missive less commonly highly controlling conversation,0
may show overly rigid body posture inadequate eye contact speak overly soft voice,0
in­ dividuals may shy withdrawn may less open conversations dis­ close little,0
may seek employment jobs require social contact although case individuals social anxiety disorder perfor­ mance,0
may live home longer,0
men may delayed marrying family whereas women would want work outside home may live life homemaker mother,0
selfmedication substances common eg drinking be­ fore going party,0
social anxiety among older adults may also include exacerbation symptoms medical illnesses increased tremor tachycardia,0
blushing hall­ mark physical response social anxiety disorder,0
prevaience 12month prevalence estimate social anxiety disorder united states ap­ proximately 7,0
lower 12month prevalence estimates seen much world us­ ing diagnostic instrument clustering around 0520 median prevalence europe 23,0
12month prevalence rates children adolescents comparable adults,0
prevalence rates decrease age,0
12month prevalence older adults ranges 2 5,0
general higher rates social anxiety disorder found females males general population odds ratios ranging 15 22 gender difference prevalence pronounced adolescents young adults,0
gender rates equivalent slightly higher males clinical samples assumed gender roles social expectations play significant role ex­ plaining heightened helpseeking behavior male patients,0
prevalence united states higher american indians lower persons asian latino african amer­ ican afrocaribbean descent compared nonhispanic whites,0
development course median age onset social anxiety disorder united states 13 years 75 individuals age onset 8 15 years,0
disorder sometimes emerges childhood history social inhibition shyness us european studies,0
on­ set also occur early childhood,0
onset social anxiety disorder may follow stress­ ful humiliating experience eg bullied vomiting public speech may insidious developing slowly,0
social anxiety disorder may diminish individual fear dating marries may reemerge divorce,0
among individuals presenting clinical care disor­ der tends particularly persistent,0
adolescents endorse broader pattern fear avoidance including dating compared younger children,0
older adults express social anxiety lower levels across broader range situations whereas younger adults express higher levels so­ cial anxiety specific situations,0
community approximately 30 individuals social anxiety disorder experience re­ mission symptoms within 1 year 50 experience remission within years,0
approximately 60 individuals without specific treatment social anxiety disorder course takes several years longer,0
risk prognostic factors temperamental,0
underlying traits predispose individuals social anxiety disor­ der include behavioral inhibition fear negative evaluation,0
causative role increased rates childhood maltreatment earlyonset psychosocial adversity development social anxiety disorder,0
how­ ever childhood maltreatment adversity risk factors social anxiety disorder,0
traits predisposing individuals social anxiety disorder behavioral inhibition strongly genetically influenced,0
genetic influence subject geneenvironment interaction children high behavioral inhibition susceptible environmental influences socially anxious modeling parents,0
also social anxiety disorder heritable performanceonly anxiety less,0
symptom may also found nonasian settings,0
presentations taijin kyofusho may fulfill criteria body dysmorphic disorder delusional disorder,0
immigrant status associated significantly lower rates social anxiety disorder latino nonlatino white groups,0
functional consequences social anxiety disorder social anxiety disorder associated elevated rates school dropout de­ creased wellbeing employment workplace productivity socioeconomic status quality life,0
social anxiety disorder also associated single unmarried divorced children particularly among men,0
older adults may impair­ ment caregiving duties volunteer activities,0
social anxiety disorder also impedes lei­ sure activities,0
despite extent distress social impairment associated social anxiety disorder half individuals disorder western societies ever seek treatment tend 1520 years experiencing symptoms,0
employed strong predictor ihe persistence social aimety disorder,0
differential diagnosis normative shyness,0
shyness ie social reticence common personality trait pathological,0
societies shyness even evaluated positively,0
minority 12 selfidentified shy individuals united states symptoms meet diagnostic criteria social anxiety disorder,0
moreover individuals social anxiety disorder likely calm left entirely alone often case agoraphobia,0
individuals social anxiety disorder may panic attacks concern fear negative evaluation whereas panic disorder concern panic attacks,0
social worries common generalized anxiety disorder focus nature ongoing relationships rather fear negative evaluation,0
individuals generalized anxiety disorder particularly children may ex­ cessive worries quality social performance worries also pertain nonsocial performance individual evaluated others,0
social anx­ iety disorder worries focus social performance others evaluation,0
individuals separation anxiety disorder may avoid social settings including school refusal concerns separated attachment figures children requiring presence parent developmentally appropriate,0
individuals specific phobias may fear embarrassment humil­ iation eg embarrassment fainting blood drawn generally fear negative evaluation social situations,0
individuals selective mutism may fail speak fear negative evaluation fear negative evaluation social situations speaking required eg nonverbal play,0
individuals major depressive disorder may con­ cerned negatively evaluated others feel bad worthy liked,0
contrast individuals social anxiety disorder worried negatively evaluated certain social behaviors physical symptoms,0
individuals body dysmorphic disorder preoccu­ pied one perceived defects flaws physical appearance observable appear slight others preoccupation often causes social anxiety avoidance,0
social fears avoidance caused beliefs appearance separate diagnosis social anxiety disorder warranted,0
individuals delusional disorder may nonbizarre delu­ sions andor hallucinations related delusional theme focus rejected offending others,0
although extent insight beliefs social situations may vary many individuals social anxiety disorder good insight beliefs proportion actual threat posed social situation,0
social anxiety social communication deficits hall­ marks autism spectrum disorder,0
individuals social anxiety disorder typically adequate ageappropriate social relationships social communication capacity although may appear impairment areas first interacting unfamiliar peers adults,0
given frequent onset childhood persistence adulthood social anxiety disorder may resemble personality disorder,0
apparent overlap avoidant personality disorder,0
individuals avoidant person­ ality disorder broader avoidance pattern social anxiety disorder,0
nonetheless social anxiety disorder typically comorbid avoidant personality disorder personality disorders avoidant personality disorder comorbid social anxiety disorder anxiety disorders,0
social fears discomfort occur part schizophrenia evidence psychotic symptoms usually present,0
similarly obsessive compulsive disorder may associated social anxiety additional diagnosis social anxiety disorder used social fears avoidance independent foci obsessions compulsions,0
medical conditions may produce symptoms may em­ barrassing eg,0
fear negative evaluation due medical conditions excessive diagnosis social anxiety disorder considered,0
refusal speak due opposition authority figures differentiated failure speak due fear negative evaluation,0
chronic social isolation course social anxiety disorder may result major depressive disorder,0
comorbidity depression high also older adults,0
