sentence,label
participant displayed impaired selfmonitoring engaging behaviors inconsistent social norms,2
bizarre ritualistic behaviors noted indicative loss adaptive functioning,2
individual described sense persecuted spied upon external entities,2
subject exhibited lack emotional responsiveness significant life events stimuli,2
impaired occupational functioning evident decline work performance responsibilities,2
participant displayed lack interest personal hygiene selfcare contributing decline appearance,2
subject reported thought withdrawal thoughts perceived removed external force,2
social withdrawal isolation became prominent features participants behavior,2
individual exhibited lack initiative reduced goaldirected activity,2
delusions control noted individual believed external forces manipulated actions,2
subject displayed diminished capacity abstract thinking problemsolving,2
participant reported visual hallucinations describing seeing people objects present,2
disruptions sleepwake cycle evident irregular sleep patterns insomnia,2
individual described thought insertion thoughts believed implanted external sources,2
subject exhibited impaired judgment making decisions based delusional beliefs rather reality,2
participant displayed echolalia repeating words phrases spoken others often context,2
subject reported heightened sensitivity sensory stimuli light sound,2
individual exhibited decline academic occupational performance marked difficulty sustaining employment academic pursuits,2
impaired reality testing evident blurring boundaries internal external world,2
participant displayed lack insight consequences actions contributing risky behaviors,2
subject reported sense controlled external influences affecting autonomy,2
individual exhibited reluctance engage social interactions fearing persecution harm,2
participant displayed lack emotional expression flat inappropriate affect,2
subject reported thought echo thoughts perceived repeated audibly,2
individual exhibited impaired social cognition difficulty interpreting social cues intentions,2
delusions reference noted ordinary events believed personal significance,2
participant displayed preoccupation religious supernatural themes thought content,2
subject described sense thought diffusion thoughts becoming disorganized fragmented,2
individual exhibited lack insight impact symptoms daily functioning,2
impaired reality testing evident individual experiencing difficulty distinguishing reality delusions,2
subject reported visual hallucinations often describing vivid detailed images perceived others,2
disruptions executive functioning apparent difficulties planning decisionmaking,2
participant exhibited impaired working memory affecting ability retain process information,2
individual displayed reluctance engage activities requiring sustained attention concentration,2
delusions persecution noted individual believed targeted harassed external entities,2
subject reported auditory hallucinations describing voices commanded conversed,2
participant exhibited impaired social functioning marked difficulties establishing maintaining relationships,2
subject displayed lack insight irrationality delusional beliefs,2
impaired emotional expression evident restricted range affective responses,2
individual reported thought broadcasting thoughts believed transmitted others without verbalizing,2
participant exhibited impaired reality testing difficulty distinguishing hallucinations external stimuli,2
subject displayed reluctance seek help engage treatment often due mistrust paranoia,2
delusions grandiosity noted individual believed possessed exceptional abilities status,2
individual exhibited impaired attention concentration tendency become easily distracted,2
participant reported visual hallucinations describing vivid detailed images perceived others,2
disruptions executive functioning apparent difficulties planning decisionmaking,2
subject displayed impaired working memory affecting ability retain process information,2
individual displayed reluctance engage activities requiring sustained attention concentration,2
delusions persecution noted individual believed targeted harassed external entities,2
subject reported auditory hallucinations describing voices commanded conversed,2
participant exhibited impaired social functioning marked difficulties establishing maintaining relationships,2
subject displayed lack insight irrationality delusional beliefs,2
impaired emotional expression evident restricted range affective responses,2
individual reported thought broadcasting thoughts believed transmitted others without verbalizing,2
participant exhibited impaired reality testing difficulty distinguishing hallucinations external stimuli,2
subject displayed reluctance seek help engage treatment often due mistrust paranoia,2
delusions grandiosity noted individual believed possessed exceptional abilities status,2
individual exhibited impaired attention concentration tendency become easily distracted,2
